flight_time,year,month,dayofmonth,weekday,carrier,tailnum,flightnum,origin,dest,bos_depart,schedule_depart,depart,wheels_off,distance,weather_delay,nas_delay,security_delay,late_aircraft_delay,carrier_delay
31,2018,8,5,7,B6,N203JB,1552,BOS,other,1,510,503,519,91,0,0,0,0,0
76,2018,5,17,4,AA,N892NN,1231,BOS,PHL,1,1067,1125,1153,280,0,1,0,1,0
89,2018,7,26,4,9E,N147PQ,5107,other,BOS,0,675,674,687,1010,0,0,0,0,0
171,2018,2,19,1,B6,N729JB,602,other,BOS,0,1439,21,38,2300,0,0,0,0,0
77,2018,4,30,1,WN,N943WN,1097,BOS,other,1,1025,1030,1049,818,0,0,0,0,0
89,2018,5,16,3,B6,N375JB,1384,RDU,BOS,0,751,745,756,612,0,0,0,0,0
130,2018,6,30,6,B6,N603JB,170,FLL,BOS,0,992,989,1003,1237,0,0,0,0,0
178,2018,7,13,5,WN,N8512U,2238,other,BOS,0,585,586,593,1554,0,0,0,0,0
75,2018,10,5,5,9E,N371CA,5444,other,BOS,0,703,716,730,752,0,1,0,1,1
86,2018,7,8,7,9E,N932XJ,3302,PIT,BOS,0,360,401,418,496,0,0,0,0,1
241,2018,12,13,4,B6,N988JB,987,BOS,LAX,1,1269,1266,1281,2611,0,0,0,0,0
85,2018,8,2,4,B6,N179JB,2268,other,BOS,0,1069,1136,1149,818,0,1,0,1,0
120,2018,2,25,7,AA,N950AN,29,other,BOS,0,770,769,782,1258,0,0,0,0,0
43,2018,6,19,2,AA,N945UW,2121,LGA,BOS,0,540,535,573,184,0,0,0,0,0
177,2018,3,21,3,AA,N338PK,2755,BOS,DFW,1,460,458,474,1562,0,0,0,0,0
49,2018,10,31,3,B6,N354JB,417,BOS,JFK,1,905,905,919,187,0,0,0,0,0
70,2018,6,19,2,B6,N184JB,1137,BOS,DTW,1,477,476,495,632,0,0,0,0,0
127,2018,6,29,5,WN,N8556Z,1454,DEN,BOS,0,1075,1118,1132,1754,0,0,0,0,1
64,2018,6,20,3,AA,N523UW,788,PHL,BOS,0,785,779,801,280,0,0,0,0,0
88,2018,11,16,5,B6,N358JB,57,BOS,other,1,567,600,609,413,0,0,0,0,1
97,2018,11,28,3,DL,N319DN,817,ATL,BOS,0,650,646,664,946,0,0,0,0,0
181,2018,4,4,3,B6,N804JB,493,BOS,DEN,1,471,463,483,1754,0,0,0,0,0
125,2018,6,22,5,B6,N547JB,570,FLL,BOS,0,796,789,803,1237,0,0,0,0,0
121,2018,9,26,3,NK,N904NK,227,BOS,MCO,1,516,510,526,1121,0,0,0,0,0
59,2018,7,28,6,AA,N830AW,2023,PHL,BOS,0,975,1135,1180,280,0,1,0,0,1
248,2018,2,23,5,B6,N968JB,177,BOS,other,1,1270,1291,1314,2381,0,1,0,1,1
151,2018,4,11,3,AA,N969NN,1172,BOS,other,1,1095,1090,1124,1258,0,0,0,0,0
110,2018,6,28,4,B6,N579JB,396,ATL,BOS,0,581,617,644,946,0,1,0,1,1
51,2018,10,2,2,AA,N954UW,2131,BOS,LGA,1,900,994,1019,184,0,1,0,1,0
82,2018,7,28,6,9E,N908XJ,5286,other,BOS,0,1115,1105,1118,468,0,0,0,0,0
93,2018,10,16,2,OO,N267SY,3587,other,BOS,0,675,679,691,1010,0,0,0,0,0
67,2018,5,23,3,AA,N961UW,2138,DCA,BOS,0,1320,1314,1328,399,0,0,0,0,0
40,2018,5,16,3,UA,N27722,1083,EWR,BOS,0,715,711,730,200,0,0,0,0,0
90,2018,3,4,7,AA,N981UY,2114,BOS,PHL,1,980,973,1001,280,0,0,0,0,0
142,2018,1,15,1,AA,N161AA,1094,DFW,BOS,0,540,535,553,1562,0,0,0,0,0
128,2018,5,3,4,B6,N508JB,21,BOS,other,1,652,649,665,1197,0,0,0,0,0
44,2018,12,24,1,B6,N279JB,518,JFK,BOS,0,540,539,556,187,0,0,0,0,0
215,2018,7,24,2,B6,N943JB,534,SFO,BOS,0,832,887,913,2704,0,1,0,1,1
118,2018,9,27,4,AA,N837NN,2387,BOS,ORD,1,1235,1224,1241,867,0,0,0,0,0
47,2018,8,24,5,B6,N323JB,2317,BOS,JFK,1,460,461,475,187,0,0,0,0,0
88,2018,5,25,5,DL,N893AT,2753,BOS,RDU,1,1199,1199,1223,612,0,0,0,0,0
76,2018,6,22,5,AA,N971NN,1251,ORD,BOS,0,1020,1059,1076,867,0,0,0,1,1
103,2018,3,18,7,UA,N407UA,1564,BOS,ORD,1,780,779,791,867,0,0,0,0,0
153,2018,3,21,3,B6,N570JB,401,BOS,other,1,620,614,629,1368,0,0,0,0,0
241,2018,5,20,7,UA,N588UA,433,BOS,SFO,1,364,395,412,2704,0,0,0,0,0
124,2018,6,9,6,AA,N835NN,1074,other,BOS,0,1102,1287,1305,1258,1,0,0,0,0
104,2018,1,29,1,B6,N337JB,489,BOS,DCA,1,734,722,734,399,0,0,0,0,0
77,2018,4,17,2,AA,N583UW,1712,BOS,PHL,1,480,476,501,280,0,0,0,0,0
89,2018,12,12,3,WN,N418WN,503,other,BOS,0,855,849,857,640,0,0,0,0,0
33,2018,7,25,3,B6,N249JB,1225,other,BOS,0,881,1076,1085,70,0,1,0,0,1
220,2018,11,21,3,AA,N154AA,2455,LAX,BOS,0,1275,1275,1292,2611,0,0,0,0,0
60,2018,8,8,3,B6,N355JB,2280,EWR,BOS,0,477,467,483,200,0,0,0,0,0
74,2018,2,20,2,DL,N368NB,671,BOS,DTW,1,751,746,771,632,0,0,0,0,0
90,2018,5,9,3,AA,N507AY,1980,BOS,CLT,1,661,658,681,728,0,0,0,0,0
82,2018,6,15,5,B6,N294JB,1600,BOS,DCA,1,360,358,385,399,0,0,0,0,0
54,2018,3,6,2,UA,N15710,239,BOS,EWR,1,310,303,321,200,0,0,0,0,0
87,2018,8,2,4,MQ,N808AE,3522,PIT,BOS,0,506,496,511,496,0,0,0,0,0
100,2018,7,29,7,UA,N68817,714,BOS,ORD,1,1206,1200,1219,867,0,0,0,0,0
48,2018,5,1,2,AA,N111ZM,2740,BOS,JFK,1,580,570,602,187,0,0,0,0,0
47,2018,8,7,2,B6,N178JB,631,BOS,LGA,1,404,396,408,184,0,0,0,0,0
91,2018,10,23,2,DL,N324DX,1800,ATL,BOS,0,985,1128,1163,946,0,1,0,0,0
97,2018,9,8,6,DL,N344DN,105,BOS,ATL,1,980,977,988,946,0,0,0,0,0
193,2018,11,12,1,AS,N854VA,1358,SFO,BOS,0,1260,1296,1314,2704,0,1,0,0,0
132,2018,11,14,3,9E,N926XJ,5352,BOS,other,1,365,379,406,1256,0,1,0,0,1
136,2018,3,28,3,B6,N729JB,1566,other,BOS,0,346,341,356,1249,0,0,0,0,0
134,2018,7,9,1,B6,N905JB,52,MCO,BOS,0,400,393,409,1121,0,0,0,0,0
127,2018,10,9,2,UA,N31412,1253,other,BOS,0,471,469,495,1597,0,0,0,0,0
44,2018,3,17,6,DL,N320NB,2790,JFK,BOS,0,1260,1253,1285,187,0,0,0,0,0
223,2018,3,11,7,B6,N982JB,20,other,BOS,0,1260,1259,1281,2588,0,0,0,0,0
216,2018,11,20,2,AS,N922VA,1352,SFO,BOS,0,570,568,633,2704,0,1,0,0,0
122,2018,12,29,6,B6,N580JB,1070,FLL,BOS,0,1156,1169,1184,1237,0,0,0,0,0
150,2018,7,20,5,B6,N508JB,1991,BOS,other,1,850,965,981,1185,0,1,0,1,0
126,2018,11,24,6,DL,N352NW,2947,other,BOS,0,360,358,367,1698,0,0,0,0,0
79,2018,2,28,3,AA,N765US,2130,DCA,BOS,0,450,441,463,399,0,0,0,0,0
81,2018,8,21,2,UA,N37413,992,ORD,BOS,0,469,541,569,867,1,1,0,1,0
100,2018,6,12,2,DL,N321DH,2792,BOS,ATL,1,970,968,981,946,0,0,0,0,0
132,2018,1,22,1,WN,N8618N,6033,DEN,BOS,0,1080,1082,1095,1754,0,0,0,0,0
42,2018,9,19,3,B6,N249JB,1431,BOS,LGA,1,1180,1217,1230,184,0,0,0,0,0
122,2018,4,8,7,B6,N294JB,1300,other,BOS,0,1208,1268,1276,1368,0,0,0,1,1
79,2018,2,2,5,B6,N197JB,159,BOS,PHL,1,405,397,454,280,0,1,0,0,0
59,2018,10,17,3,B6,N354JB,1526,BWI,BOS,0,946,1009,1020,369,0,0,0,0,1
49,2018,1,9,2,B6,N229JB,117,BOS,JFK,1,763,758,774,187,0,0,0,0,0
117,2018,11,24,6,OO,N161PQ,3689,BOS,other,1,965,959,992,942,0,0,0,0,0
139,2018,3,28,3,DL,N372NW,2535,BOS,MCO,1,1214,1206,1228,1121,0,0,0,0,0
174,2018,11,9,5,AA,N337PJ,2320,other,BOS,0,817,819,836,2300,0,0,0,0,0
237,2018,4,30,1,DL,N712TW,2533,BOS,LAX,1,1055,1099,1112,2611,0,0,0,1,1
234,2018,10,7,7,B6,N984JB,487,BOS,LAX,1,649,643,661,2611,0,0,0,0,0
80,2018,7,6,5,B6,N197JB,156,other,BOS,0,893,894,955,413,0,1,0,0,1
128,2018,10,18,4,WN,N913WN,2213,BOS,other,1,660,655,679,1047,0,0,0,0,0
112,2018,12,13,4,B6,N570JB,1807,BOS,other,1,411,400,413,942,0,0,0,0,0
240,2018,9,27,4,B6,N987JB,687,BOS,LAX,1,1140,1135,1159,2611,0,0,0,0,0
52,2018,4,5,4,B6,N249JB,631,BOS,LGA,1,400,401,427,184,0,0,0,0,0
138,2018,8,12,7,B6,N709JB,721,BOS,other,1,434,505,524,1197,0,1,0,1,0
73,2018,4,3,2,B6,N328JB,56,other,BOS,0,600,585,596,413,0,0,0,0,0
46,2018,3,8,4,AA,N839AW,2126,BOS,LGA,1,480,474,568,184,0,1,0,0,0
84,2018,12,14,5,DL,N345NB,2437,DTW,BOS,0,440,434,451,632,0,0,0,0,0
75,2018,8,6,1,B6,N179JB,626,BWI,BOS,0,632,623,635,369,0,0,0,0,0
119,2018,2,13,2,B6,N655JB,1022,other,BOS,0,360,360,373,1197,0,0,0,0,0
61,2018,9,7,5,AA,N965UW,2136,BOS,LGA,1,720,713,730,184,0,0,0,0,0
130,2018,7,22,7,DL,N3750D,2677,FLL,BOS,0,723,775,816,1237,0,1,0,0,0
93,2018,9,21,5,DL,N378NW,154,DTW,BOS,0,1050,1067,1090,632,0,0,0,0,0
72,2018,4,4,3,WN,N8515X,2068,other,BOS,0,450,466,483,818,0,0,0,0,0
78,2018,4,13,5,AA,N757UW,2170,BOS,DCA,1,840,838,854,399,0,0,0,0,0
183,2018,2,16,5,UA,N77539,824,LAX,BOS,0,522,515,536,2611,0,0,0,0,0
116,2018,4,6,5,YX,N212JQ,6084,BOS,other,1,810,805,839,818,0,1,0,0,0
138,2018,5,3,4,B6,N646JB,835,BOS,MSP,1,385,382,408,1124,0,0,0,0,0
49,2018,5,26,6,YX,N207JQ,6070,LGA,BOS,0,1080,1076,1099,184,0,0,0,0,0
243,2018,10,8,1,UA,N48127,207,BOS,SFO,1,480,474,488,2704,0,0,0,0,0
271,2018,3,28,3,VX,N841VA,1351,BOS,SFO,1,410,409,427,2704,0,0,0,0,0
65,2018,3,10,6,NK,N529NK,1028,BWI,BOS,0,365,359,369,369,0,0,0,0,0
67,2018,3,6,2,UA,N424UA,1078,BOS,EWR,1,369,402,426,200,0,1,0,0,1
69,2018,9,29,6,WN,N752SW,3536,BOS,BWI,1,930,926,942,369,0,0,0,0,0
46,2018,2,16,5,B6,N328JB,918,JFK,BOS,0,1130,1269,1306,187,0,1,0,0,1
216,2018,9,16,7,WN,N7725A,5382,other,BOS,0,1205,1199,1215,1609,0,1,0,0,0
72,2018,12,30,7,YX,N869RW,5909,other,BOS,0,374,368,380,468,0,0,0,0,0
209,2018,5,9,3,UA,N77536,824,LAX,BOS,0,510,501,526,2611,0,0,0,0,0
67,2018,1,9,2,DL,N368NB,2867,BOS,DTW,1,875,868,884,632,0,0,0,0,0
41,2018,9,19,3,AA,N965UW,2172,LGA,BOS,0,900,897,925,184,0,0,0,0,0
43,2018,3,8,4,AA,N955UW,2136,BOS,LGA,1,720,712,758,184,0,0,0,0,0
144,2018,3,23,5,AA,N854NN,1509,other,BOS,0,418,413,439,1258,0,0,0,0,0
77,2018,9,5,3,AA,N927NN,2395,BOS,PHL,1,1084,1077,1121,280,0,0,0,0,0
143,2018,2,9,5,WN,N7737E,934,BOS,ATL,1,350,348,367,946,0,0,0,0,0
198,2018,8,30,4,AA,N877NN,167,LAX,BOS,0,510,518,548,2611,0,0,0,0,0
123,2018,8,23,4,B6,N606JB,994,DEN,BOS,0,1347,1344,1361,1754,0,0,0,0,0
123,2018,8,13,1,B6,N712JB,722,other,BOS,0,709,788,805,1197,0,1,0,0,0
136,2018,8,23,4,NK,N512NK,616,FLL,BOS,0,852,858,873,1237,0,0,0,0,0
46,2018,4,5,4,B6,N274JB,1318,JFK,BOS,0,748,767,782,187,0,0,0,0,0
165,2018,10,11,4,AA,N944AN,2600,BOS,DFW,1,485,482,502,1562,0,0,0,0,0
120,2018,9,6,4,NK,N650NK,423,BOS,MCO,1,980,972,990,1121,0,0,0,0,0
66,2018,9,19,3,B6,N178JB,2680,EWR,BOS,0,1286,1275,1290,200,0,0,0,0,0
66,2018,12,18,2,B6,N306JB,1615,BOS,other,1,1252,1242,1262,395,0,0,0,0,0
187,2018,9,12,3,AA,N981AN,1057,BOS,other,1,794,799,822,2300,0,0,0,0,0
42,2018,11,5,1,DL,N325US,2685,LGA,BOS,0,540,539,562,184,0,0,0,0,0
94,2018,10,18,4,B6,N236JB,2184,RDU,BOS,0,517,533,545,612,0,0,0,0,0
190,2018,7,30,1,B6,N587JB,296,other,BOS,0,768,750,762,2537,0,0,0,0,0
58,2018,8,30,4,B6,N358JB,459,BOS,PHL,1,540,529,539,280,0,0,0,0,0
132,2018,4,8,7,B6,N294JB,1301,BOS,other,1,1001,1057,1083,1368,0,1,0,0,1
64,2018,10,20,6,AA,N958UW,2183,BOS,PHL,1,618,612,627,280,0,0,0,0,0
158,2018,1,26,5,WN,N8679A,6033,DEN,BOS,0,1080,1089,1107,1754,0,0,0,0,0
149,2018,6,10,7,WN,N8572X,25,BOS,other,1,890,891,906,1698,0,0,0,0,0
54,2018,2,23,5,UA,N38479,280,EWR,BOS,0,1165,1169,1188,200,0,0,0,0,0
40,2018,2,27,2,AA,N953UW,2135,LGA,BOS,0,720,708,734,184,0,0,0,0,0
49,2018,2,21,3,9E,N301PQ,4005,JFK,BOS,0,1045,1096,1118,187,0,1,0,1,0
81,2018,7,20,5,MQ,N848AE,3562,BOS,PIT,1,1130,1175,1191,496,0,0,0,1,1
80,2018,7,10,2,UA,N13227,670,ORD,BOS,0,1292,1287,1322,867,0,0,0,0,0
130,2018,6,27,3,DL,N332DN,2792,BOS,ATL,1,970,970,985,946,0,0,0,0,0
126,2018,4,13,5,B6,N571JB,61,BOS,other,1,1335,1336,1349,1674,0,0,0,0,0
126,2018,7,20,5,NK,N606NK,432,MCO,BOS,0,718,765,782,1121,1,1,0,0,0
50,2018,10,25,4,AA,N967UW,2145,BOS,LGA,1,1140,1177,1200,184,0,0,0,1,0
134,2018,12,18,2,B6,N595JB,570,FLL,BOS,0,806,817,827,1237,0,0,0,0,0
105,2018,5,16,3,B6,N328JB,441,BOS,other,1,497,511,526,563,0,0,0,0,0
70,2018,8,11,6,B6,N353JB,682,other,BOS,0,1239,1276,1285,474,0,0,0,0,1
69,2018,11,27,2,B6,N307JB,755,BOS,DCA,1,976,1307,1319,399,0,0,0,1,1
70,2018,12,16,7,B6,N274JB,2127,BOS,BWI,1,619,608,622,369,0,0,0,0,0
129,2018,2,9,5,B6,N562JB,861,BOS,other,1,420,414,432,1674,0,0,0,0,0
40,2018,7,13,5,UA,N487UA,994,EWR,BOS,0,1199,73,86,200,0,0,0,1,1
112,2018,2,11,7,B6,N562JB,466,other,BOS,0,635,629,638,1249,0,0,0,0,0
119,2018,12,1,6,AA,N321RL,2656,other,BOS,0,1180,1177,1197,1258,0,0,0,0,0
84,2018,8,2,4,OO,N824SK,4462,BOS,other,1,1045,1230,1297,860,0,1,0,1,0
147,2018,2,15,4,B6,N595JB,1165,BOS,other,1,1280,1284,1299,1249,0,0,0,0,0
110,2018,7,8,7,B6,N639JB,2235,BOS,MSP,1,1258,1256,1276,1124,0,0,0,0,0
51,2018,3,16,5,UA,N889UA,714,EWR,BOS,0,1240,1247,1264,200,0,0,0,0,0
146,2018,1,1,1,NK,N527NK,203,BOS,other,1,510,547,566,1197,0,1,0,0,1
94,2018,10,5,5,DL,N305DN,2832,BOS,ATL,1,922,929,939,946,0,0,0,0,0
58,2018,8,15,3,AA,N956UW,2162,LGA,BOS,0,660,649,664,184,0,0,0,0,0
81,2018,5,4,5,B6,N284JB,356,other,BOS,0,1191,1184,1197,413,0,0,0,0,0
141,2018,2,21,3,B6,N339JB,891,BOS,other,1,472,480,498,1185,0,0,0,0,0
59,2018,9,30,7,9E,N228PQ,3349,JFK,BOS,0,780,831,848,187,0,0,0,1,1
199,2018,11,26,1,AS,N468AS,798,other,BOS,0,480,554,573,2588,0,1,0,0,0
160,2018,8,15,3,NK,N506NK,568,other,BOS,0,522,516,526,1368,0,0,0,0,0
84,2018,10,10,3,B6,N657JB,50,other,BOS,0,655,664,673,901,0,0,0,0,0
251,2018,4,18,3,AS,N268AK,769,BOS,other,1,1157,1165,1201,2588,0,1,0,0,1
125,2018,9,5,3,NK,N656NK,227,BOS,MCO,1,500,497,518,1121,0,0,0,0,0
75,2018,2,7,3,AA,N521UW,1806,CLT,BOS,0,1100,1096,1121,728,0,0,0,0,0
98,2018,6,17,7,DL,N319NB,1337,BOS,DTW,1,545,550,566,632,0,0,0,0,0
81,2018,5,14,1,B6,N354JB,1840,other,BOS,0,360,354,382,563,0,0,0,0,0
186,2018,11,3,6,UA,N589UA,2396,SFO,BOS,0,360,350,366,2704,0,0,0,0,0
95,2018,8,8,3,DL,N335DN,900,BOS,ATL,1,360,360,387,946,0,0,0,0,0
94,2018,4,16,1,AA,N806AW,2169,DCA,BOS,0,510,506,535,399,0,1,0,0,0
108,2018,6,30,6,B6,N646JB,1736,MSP,BOS,0,1030,1021,1031,1124,0,0,0,0,0
56,2018,3,29,4,AA,N950UW,1900,PHL,BOS,0,618,613,629,280,0,0,0,0,0
131,2018,10,26,5,B6,N552JB,251,BOS,MCO,1,503,498,534,1121,0,1,0,0,0
157,2018,12,31,1,NK,N694NK,937,BOS,other,1,405,412,439,1249,0,0,0,0,0
105,2018,11,11,7,OO,N812SK,4040,RDU,BOS,0,864,876,896,612,1,1,0,1,0
71,2018,11,22,4,EV,N13566,4336,BOS,other,1,610,608,621,563,0,0,0,0,0
85,2018,5,26,6,B6,N309JB,1686,PIT,BOS,0,1022,1023,1039,496,0,0,0,0,0
114,2018,10,7,7,B6,N594JB,21,BOS,other,1,676,797,813,1197,0,0,0,0,1
55,2018,8,22,3,B6,N317JB,732,LGA,BOS,0,645,644,664,184,0,0,0,0,0
74,2018,1,16,2,DL,N370NB,2023,BOS,DTW,1,330,324,341,632,0,0,0,0,0
55,2018,4,13,5,YX,N215JQ,6065,BOS,LGA,1,780,777,798,184,0,0,0,0,0
160,2018,8,30,4,B6,N625JB,165,BOS,other,1,760,753,768,1249,0,0,0,0,0
84,2018,9,15,6,AA,N155UW,2019,BOS,PHL,1,961,976,997,280,0,1,0,1,1
96,2018,6,25,1,DL,N329DN,2580,ATL,BOS,0,1074,1149,1193,946,1,1,0,1,1
258,2018,4,2,1,UA,N86534,717,BOS,LAX,1,1089,1082,1100,2611,0,0,0,0,0
68,2018,10,5,5,B6,N184JB,1059,BOS,PHL,1,857,851,865,280,0,0,0,0,0
111,2018,3,22,4,YX,N882RW,6105,other,BOS,0,1048,1037,1052,640,0,0,0,0,0
58,2018,10,12,5,AA,N199UW,688,PHL,BOS,0,1070,1070,1086,280,0,0,0,0,0
105,2018,5,29,2,DL,N894AT,781,BOS,other,1,350,343,363,752,0,0,0,0,0
60,2018,6,28,4,YX,N211JQ,6050,LGA,BOS,0,479,477,510,184,0,0,0,0,0
223,2018,5,10,4,B6,N947JB,2819,BOS,other,1,428,425,440,2588,0,0,0,0,0
207,2018,8,13,1,B6,N568JB,472,other,BOS,0,1247,1313,1327,2689,0,1,0,1,0
113,2018,11,15,4,AA,N344PP,1170,other,BOS,0,818,814,827,1258,0,0,0,0,0
117,2018,5,1,2,DL,N350NA,1366,BOS,MSP,1,880,875,903,1124,0,0,0,0,0
76,2018,4,30,1,UA,N27246,389,BOS,other,1,360,354,367,413,0,0,0,0,0
252,2018,12,31,1,B6,N978JB,687,BOS,LAX,1,1078,1069,1086,2611,0,0,0,0,0
49,2018,2,28,3,B6,N329JB,1231,BOS,LGA,1,910,901,918,184,0,0,0,0,0
53,2018,9,12,3,B6,N247JB,845,BOS,other,1,1338,1414,1428,265,0,0,0,1,1
96,2018,8,24,5,UA,N14230,1251,BOS,ORD,1,615,610,624,867,0,0,0,0,0
64,2018,3,12,1,UA,N16709,1425,BOS,EWR,1,987,996,1013,200,0,0,0,0,0
82,2018,4,11,3,AA,N959UW,2127,BOS,DCA,1,420,414,440,399,0,0,0,0,0
111,2018,6,20,3,9E,N538CA,5027,other,BOS,0,1203,1201,1212,752,0,0,0,0,0
46,2018,6,27,3,DL,N370NB,671,LGA,BOS,0,1200,1223,1237,184,0,0,0,0,0
88,2018,8,31,5,DL,N350DN,903,ATL,BOS,0,1341,1340,1357,946,0,0,0,0,0
85,2018,8,13,1,B6,N827JB,796,ATL,BOS,0,1196,1349,1362,946,0,0,0,1,1
101,2018,7,22,7,AA,N980NN,2516,BOS,ORD,1,539,531,549,867,0,0,0,0,0
61,2018,8,2,4,B6,N304JB,2579,BOS,EWR,1,906,1257,1282,200,0,1,0,0,0
99,2018,5,17,4,B6,N323JB,641,BOS,other,1,1000,1011,1024,563,0,0,0,0,0
143,2018,8,29,3,AA,N979AN,1099,BOS,other,1,757,757,771,1258,0,0,0,0,0
73,2018,12,23,7,AA,N196UW,1984,ORD,BOS,0,910,906,919,867,0,0,0,0,0
158,2018,12,31,1,B6,N580JB,69,BOS,FLL,1,965,971,997,1237,0,1,0,0,1
176,2018,4,9,1,B6,N989JB,178,other,BOS,0,611,598,615,2381,0,0,0,0,0
140,2018,8,9,4,B6,N637JB,170,FLL,BOS,0,992,1030,1043,1237,1,0,0,0,0
48,2018,10,30,2,B6,N318JB,518,JFK,BOS,0,540,534,545,187,0,0,0,0,0
154,2018,6,3,7,AA,N145AN,1430,BOS,DFW,1,1080,1080,1097,1562,0,0,0,0,0
48,2018,7,9,1,B6,N373JB,2380,EWR,BOS,0,810,798,808,200,0,0,0,0,0
130,2018,11,24,6,B6,N623JB,121,BOS,other,1,542,539,558,1197,0,0,0,0,0
97,2018,5,29,2,NK,N525NK,109,BOS,DTW,1,1307,1368,1378,632,0,0,0,1,0
98,2018,2,20,2,9E,N901XJ,3944,BOS,RDU,1,1015,1037,1061,612,0,0,0,0,0
66,2018,2,2,5,WN,N497WN,449,BOS,other,1,390,386,417,640,0,0,0,0,0
77,2018,7,18,3,OO,N271SY,3759,other,BOS,0,855,848,879,818,0,0,0,0,0
190,2018,5,30,3,AA,N339PL,2399,other,BOS,0,1330,1325,1341,2300,0,0,0,0,0
69,2018,5,20,7,AA,N952UW,2150,DCA,BOS,0,1260,1259,1272,399,0,0,0,0,0
133,2018,7,2,1,B6,N643JB,862,other,BOS,0,246,239,249,1674,0,0,0,0,0
89,2018,4,26,4,AA,N963NN,1271,BOS,CLT,1,885,899,921,728,0,1,0,1,1
95,2018,9,2,7,WN,N244WN,2677,ATL,BOS,0,960,957,972,946,0,0,0,0,0
99,2018,5,9,3,B6,N279JB,2036,DTW,BOS,0,637,627,641,632,0,0,0,0,0
55,2018,5,30,3,AA,N937AN,2662,PHL,BOS,0,852,846,874,280,0,0,0,0,0
98,2018,12,5,3,DL,N340NB,867,BOS,DTW,1,761,754,764,632,0,0,0,0,0
49,2018,5,15,2,AA,N955UW,2133,LGA,BOS,0,480,472,487,184,0,0,0,0,0
98,2018,3,26,1,DL,N3769L,2566,DTW,BOS,0,1227,1223,1243,632,0,0,0,0,0
44,2018,6,3,7,AA,N965UW,2161,LGA,BOS,0,720,714,735,184,0,0,0,0,0
144,2018,10,22,1,AA,N358PW,1497,DFW,BOS,0,550,550,574,1562,0,0,0,0,0
111,2018,6,24,7,AA,N933AN,2556,CLT,BOS,0,695,694,713,728,0,0,0,0,0
70,2018,3,30,5,B6,N192JB,260,PHL,BOS,0,822,813,831,280,0,0,0,0,0
90,2018,10,7,7,WN,N8642E,5186,BOS,other,1,965,965,976,861,0,0,0,0,0
117,2018,9,4,2,B6,N635JB,1352,MCO,BOS,0,1326,1316,1329,1121,0,0,0,0,0
64,2018,11,28,3,AA,N151UW,1972,PHL,BOS,0,525,518,538,280,0,0,0,0,0
94,2018,5,30,3,DL,N332DN,2102,ATL,BOS,0,615,638,653,946,0,0,0,1,1
66,2018,11,17,6,WN,N8637A,3616,BWI,BOS,0,1085,1137,1147,369,0,0,0,1,0
68,2018,9,27,4,B6,N346JB,1215,BOS,other,1,919,906,920,395,0,0,0,0,0
181,2018,11,15,4,DL,N321DH,2062,MSP,BOS,0,1078,1112,1128,1124,0,1,0,0,1
77,2018,1,5,5,DL,N911DE,258,other,BOS,0,906,920,934,752,0,1,0,0,0
71,2018,12,18,2,WN,N8649A,404,BWI,BOS,0,430,424,446,369,0,0,0,0,0
47,2018,9,21,5,YX,N207JQ,6066,LGA,BOS,0,960,969,994,184,0,0,0,0,0
105,2018,5,14,1,AA,N981UY,400,CLT,BOS,0,810,808,832,728,0,0,0,0,0
181,2018,12,3,1,B6,N789JB,602,other,BOS,0,1439,78,90,2300,0,0,0,1,1
193,2018,1,13,6,UA,N26123,242,SFO,BOS,0,795,788,808,2704,0,0,0,0,0
245,2018,2,25,7,NK,N527NK,641,BOS,other,1,1020,1013,1026,2381,0,0,0,0,0
53,2018,10,24,3,YX,N208JQ,6048,LGA,BOS,0,1319,1311,1339,184,0,0,0,0,0
83,2018,9,17,1,B6,N183JB,382,other,BOS,0,495,494,503,474,0,0,0,0,0
68,2018,5,3,4,AA,N926UW,1982,CLT,BOS,0,570,569,587,728,0,0,0,0,0
49,2018,8,29,3,B6,N187JB,2680,EWR,BOS,0,1276,1267,1286,200,0,0,0,0,0
246,2018,3,8,4,B6,N983JB,487,BOS,LAX,1,683,676,758,2611,0,1,0,0,0
59,2018,1,11,4,9E,N920XJ,4010,JFK,BOS,0,550,541,564,187,0,0,0,0,0
105,2018,4,27,5,B6,N566JB,797,BOS,ATL,1,1008,1045,1076,946,0,0,0,0,1
64,2018,4,4,3,B6,N373JB,626,BWI,BOS,0,738,868,880,369,0,1,0,1,0
136,2018,8,15,3,AA,N819NN,1201,BOS,other,1,656,655,667,1258,0,0,0,0,0
116,2018,10,21,7,NK,N654NK,432,MCO,BOS,0,744,740,755,1121,0,0,0,0,0
97,2018,11,12,1,DL,N945AT,502,BOS,other,1,1095,1095,1132,752,0,1,0,0,0
55,2018,11,28,3,DL,N921AT,2665,LGA,BOS,0,899,941,970,184,0,1,0,1,1
159,2018,7,14,6,UA,N481UA,2214,BOS,DEN,1,355,349,359,1754,0,0,0,0,0
110,2018,8,7,2,B6,N566JB,1736,MSP,BOS,0,1030,1049,1069,1124,0,1,0,0,1
72,2018,10,28,7,NK,N653NK,708,ORD,BOS,0,831,825,834,867,0,0,0,0,0
184,2018,2,24,6,B6,N633JB,1039,BOS,other,1,439,431,454,1698,0,0,0,0,0
84,2018,7,19,4,B6,N249JB,2267,BOS,other,1,888,882,896,818,0,0,0,0,0
79,2018,9,5,3,AA,N545UW,1915,CLT,BOS,0,469,463,483,728,0,0,0,0,0
