flight_time,year,month,dayofmonth,weekday,carrier,tailnum,flightnum,origin,dest,bos_depart,schedule_depart,depart,wheels_off,distance,weather_delay,nas_delay,security_delay,late_aircraft_delay,carrier_delay
139,2018,4,17,2,B6,N558JB,2066,other,BOS,0,843,894,903,1249,0,0,0,0,1
67,2018,4,9,1,B6,N306JB,554,DCA,BOS,0,876,875,886,399,0,0,0,0,0
114,2018,5,21,1,B6,N183JB,952,MCO,BOS,0,815,798,810,1121,0,0,0,0,0
73,2018,9,20,4,B6,N247JB,890,DCA,BOS,0,1055,1067,1117,399,0,1,0,0,0
224,2018,1,3,3,AA,N881NN,1449,LAX,BOS,0,380,372,401,2611,0,0,0,0,0
154,2018,4,15,7,B6,N568JB,965,BOS,other,1,924,934,972,1249,0,1,0,0,0
60,2018,7,25,3,MQ,N833AE,4052,BOS,JFK,1,873,868,941,187,0,1,0,0,0
230,2018,8,1,3,AS,N589AS,769,BOS,other,1,1090,1101,1136,2588,0,0,0,0,0
114,2018,12,9,7,B6,N605JB,997,BOS,ATL,1,1277,1276,1295,946,0,0,0,0,0
71,2018,1,13,6,B6,N618JB,396,ATL,BOS,0,587,586,600,946,0,0,0,0,0
86,2018,5,19,6,AA,N891NN,1543,ORD,BOS,0,720,715,726,867,0,0,0,0,0
116,2018,11,15,4,NK,N663NK,616,FLL,BOS,0,949,946,961,1237,0,0,0,0,0
106,2018,8,28,2,WN,N8546V,2170,BOS,other,1,475,470,495,1047,0,0,0,0,0
73,2018,5,22,2,AA,N193UW,1980,BOS,CLT,1,661,660,680,728,0,0,0,0,0
233,2018,5,18,5,B6,N968JB,487,BOS,LAX,1,677,670,684,2611,0,0,0,0,0
43,2018,6,20,3,UA,N448UA,2062,EWR,BOS,0,1319,1317,1342,200,0,0,0,0,0
80,2018,4,4,3,DL,N330NW,2545,BOS,DTW,1,410,405,420,632,0,0,0,0,0
62,2018,12,12,3,AA,N971AN,2336,PHL,BOS,0,864,882,908,280,0,1,0,1,0
94,2018,12,12,3,B6,N329JB,2784,RDU,BOS,0,360,357,421,612,0,1,0,0,0
134,2018,7,27,5,B6,N531JB,165,BOS,other,1,760,765,785,1249,0,0,0,0,0
126,2018,9,2,7,NK,N632NK,610,FLL,BOS,0,516,511,526,1237,0,0,0,0,0
68,2018,10,26,5,B6,N374JB,554,DCA,BOS,0,869,863,880,399,0,0,0,0,0
227,2018,9,6,4,AS,N248AK,33,BOS,other,1,990,1006,1057,2537,1,1,0,0,0
98,2018,8,26,7,9E,N331PQ,5467,PIT,BOS,0,1119,1145,1158,496,0,1,0,1,0
72,2018,12,20,4,YX,N874RW,5909,BOS,other,1,566,565,585,640,0,0,0,0,0
113,2018,12,28,5,AA,N358PW,1427,BOS,ORD,1,301,300,324,867,0,0,0,0,0
46,2018,4,20,5,AA,N954UW,2123,LGA,BOS,0,840,834,863,184,0,0,0,0,0
195,2018,1,21,7,VX,N281VA,1352,SFO,BOS,0,570,563,582,2704,0,0,0,0,0
132,2018,10,31,3,B6,N789JB,466,other,BOS,0,599,624,634,1249,0,0,0,1,1
101,2018,5,10,4,UA,N87527,578,ORD,BOS,0,845,841,857,867,0,0,0,0,0
58,2018,7,31,2,B6,N187JB,2216,other,BOS,0,364,354,363,395,0,0,0,0,0
63,2018,9,26,3,B6,N284JB,1679,BOS,EWR,1,1333,2,23,200,0,1,0,1,0
87,2018,8,22,3,9E,N927XJ,5127,BOS,PIT,1,1259,1252,1281,496,0,0,0,0,0
51,2018,12,18,2,MQ,N850AE,3497,BOS,other,1,1183,1186,1207,265,0,0,0,0,0
180,2018,5,9,3,UA,N61886,448,BOS,DEN,1,940,939,957,1754,0,0,0,0,0
89,2018,10,19,5,WN,N7734H,2353,other,BOS,0,510,508,526,1047,0,0,0,0,0
243,2018,11,12,1,B6,N991JB,487,BOS,LAX,1,635,632,652,2611,0,0,0,0,0
120,2018,12,27,4,DL,N315DN,1327,BOS,ATL,1,976,977,997,946,0,0,0,0,0
80,2018,10,9,2,AA,N128UW,1677,BOS,PHL,1,908,915,933,280,0,0,0,0,0
127,2018,6,29,5,UA,N62889,386,DEN,BOS,0,1074,1072,1109,1754,0,0,0,0,0
93,2018,12,14,5,AA,N122US,653,BOS,CLT,1,561,558,575,728,0,0,0,0,0
43,2018,5,15,2,YX,N215JQ,6058,LGA,BOS,0,720,717,735,184,0,0,0,0,0
81,2018,5,26,6,B6,N351JB,2268,other,BOS,0,1151,1144,1156,818,0,0,0,0,0
90,2018,4,17,2,B6,N274JB,1841,BOS,other,1,1262,1252,1265,563,0,0,0,0,0
118,2018,11,11,7,B6,N298JB,1109,BOS,other,1,506,503,520,1010,0,0,0,0,0
109,2018,4,23,1,DL,N321DH,949,BOS,ATL,1,390,378,399,946,0,0,0,0,0
115,2018,8,7,2,B6,N561JB,21,BOS,other,1,727,724,735,1197,0,0,0,0,0
56,2018,4,10,2,B6,N178JB,317,BOS,JFK,1,1254,1397,1408,187,0,0,0,0,1
95,2018,6,13,3,B6,N206JB,1583,BOS,RDU,1,1270,1277,1292,612,0,0,0,0,0
53,2018,7,16,1,DL,N985AT,1888,LGA,BOS,0,660,711,728,184,0,1,0,0,0
77,2018,6,1,5,AA,N957UW,2120,BOS,DCA,1,1140,1136,1167,399,0,0,0,0,0
141,2018,6,23,6,WN,N7877H,2719,other,BOS,0,430,430,439,1698,0,0,0,0,0
144,2018,4,24,2,B6,N520JB,2191,BOS,other,1,652,701,734,1185,0,1,0,1,1
65,2018,6,5,2,9E,N980EV,3375,other,BOS,0,710,703,718,395,0,0,0,0,0
65,2018,9,24,1,YX,N823MD,5898,BOS,other,1,575,567,588,640,0,0,0,0,0
69,2018,1,26,5,WN,N7885A,388,BOS,BWI,1,365,363,383,369,0,0,0,0,0
254,2018,12,26,3,DL,N554NW,1863,BOS,SFO,1,435,433,467,2704,0,0,0,0,0
273,2018,3,18,7,B6,N983JB,633,BOS,SFO,1,942,935,950,2704,0,0,0,0,0
165,2018,10,1,1,UA,N69847,1123,BOS,DEN,1,1100,1096,1105,1754,0,0,0,0,0
217,2018,7,9,1,UA,N518UA,2294,BOS,SFO,1,555,571,586,2704,0,0,0,0,0
158,2018,6,24,7,WN,N8616C,25,BOS,other,1,890,888,902,1698,0,0,0,0,0
99,2018,11,15,4,WN,N774SW,1671,BOS,other,1,420,416,438,818,0,0,0,0,0
107,2018,4,5,4,DL,N331NB,1554,BOS,DTW,1,1125,1117,1146,632,0,0,0,0,0
99,2018,6,14,4,DL,N323DN,1800,ATL,BOS,0,970,971,981,946,0,0,0,0,0
50,2018,5,29,2,B6,N197JB,318,JFK,BOS,0,437,428,443,187,0,0,0,0,0
241,2018,1,19,5,DL,N723TW,2533,BOS,LAX,1,1055,1183,1201,2611,0,0,0,1,1
127,2018,12,28,5,B6,N729JB,561,BOS,other,1,845,841,853,1674,0,0,0,0,0
164,2018,3,1,4,DL,N875DN,2768,other,BOS,0,607,616,626,2105,0,0,0,0,0
160,2018,11,9,5,B6,N729JB,391,BOS,other,1,1131,1230,1246,1185,0,1,0,1,1
79,2018,8,1,3,AA,N523UW,688,PHL,BOS,0,1069,1133,1187,280,0,1,0,0,0
52,2018,7,14,6,UA,N11206,1083,EWR,BOS,0,585,602,621,200,0,1,0,0,1
82,2018,10,18,4,9E,N181PQ,5212,other,BOS,0,1195,1237,1253,468,0,0,0,1,0
187,2018,3,16,5,DL,N376DA,301,other,BOS,0,1320,1319,1334,2496,0,0,0,0,0
221,2018,7,8,7,B6,N662JB,877,BOS,other,1,1000,1005,1026,2381,0,0,0,0,0
157,2018,2,1,4,AA,N894NN,1509,BOS,other,1,660,656,672,1258,0,0,0,0,0
245,2018,11,14,3,B6,N985JB,833,BOS,SFO,1,1131,1124,1173,2704,0,0,0,0,0
67,2018,10,29,1,B6,N192JB,860,PHL,BOS,0,345,338,352,280,0,0,0,0,0
58,2018,12,8,6,9E,N325PQ,5371,PHL,BOS,0,515,505,522,280,0,0,0,0,0
72,2018,11,21,3,WN,N562WN,3977,BOS,other,1,915,910,936,640,0,0,0,0,0
99,2018,7,25,3,B6,N516JB,1906,other,BOS,0,1177,1284,1298,942,0,1,0,1,0
216,2018,6,10,7,AS,N492AS,171,BOS,other,1,480,476,500,2537,0,0,0,0,0
90,2018,11,12,1,AA,N665AW,653,BOS,CLT,1,561,559,576,728,0,0,0,0,0
240,2018,7,17,2,AS,N577AS,798,other,BOS,0,500,681,711,2588,0,1,0,0,0
67,2018,1,31,3,B6,N197JB,1326,BWI,BOS,0,1176,1161,1178,369,0,0,0,0,0
79,2018,5,11,5,AA,N819AW,2127,BOS,DCA,1,420,414,431,399,0,0,0,0,0
92,2018,4,1,7,9E,N329PQ,3618,BOS,other,1,825,823,839,752,0,0,0,0,0
94,2018,8,1,3,AA,N765US,2140,DCA,BOS,0,1170,1175,1191,399,0,1,0,0,1
189,2018,7,15,7,B6,N554JB,504,other,BOS,0,1265,1292,1301,2602,0,0,0,1,1
104,2018,6,13,3,AA,N189UW,471,CLT,BOS,0,809,815,840,728,0,0,0,0,0
154,2018,12,25,2,WN,N755SA,699,BOS,other,1,395,391,406,1554,0,0,0,0,0
64,2018,1,31,3,B6,N294JB,390,DCA,BOS,0,638,630,649,399,0,0,0,0,0
53,2018,8,31,5,YX,N201JQ,5980,LGA,BOS,0,1319,1340,1355,184,0,0,0,1,0
43,2018,12,12,3,AA,N949UW,2165,BOS,LGA,1,390,386,406,184,0,0,0,0,0
120,2018,10,3,3,AA,N314RH,1201,BOS,other,1,661,717,734,1258,0,0,0,1,0
64,2018,7,13,5,AA,N762US,2124,DCA,BOS,0,930,926,945,399,0,0,0,0,0
104,2018,1,8,1,AA,N961UW,2162,BOS,LGA,1,780,770,791,184,0,1,0,0,0
42,2018,8,9,4,B6,N236JB,631,BOS,LGA,1,404,401,424,184,0,0,0,0,0
101,2018,8,11,6,UA,N69810,1564,BOS,ORD,1,788,793,806,867,0,0,0,0,0
183,2018,12,29,6,B6,N503JB,993,BOS,DEN,1,1185,1210,1230,1754,0,0,0,0,1
200,2018,6,24,7,AA,N355PU,1381,other,BOS,0,1330,1326,1338,2300,0,0,0,0,0
110,2018,7,29,7,AA,N901NN,1467,BOS,ORD,1,300,303,318,867,0,0,0,0,0
63,2018,8,22,3,MQ,N838AE,3497,other,BOS,0,1265,1255,1265,265,0,0,0,0,0
168,2018,2,20,2,UA,N38257,1254,BOS,other,1,445,439,455,1597,0,0,0,0,0
74,2018,3,16,5,AA,N840AW,2120,BOS,DCA,1,1140,1136,1148,399,0,0,0,0,0
103,2018,12,10,1,9E,N934XJ,3374,BOS,other,1,550,545,563,942,0,0,0,0,0
196,2018,6,29,5,B6,N656JB,96,other,BOS,0,1287,1298,1317,2537,0,1,0,1,0
157,2018,12,26,3,UA,N69819,386,DEN,BOS,0,1060,1056,1070,1754,0,0,0,0,0
224,2018,9,23,7,B6,N638JB,472,other,BOS,0,1235,1252,1270,2689,0,0,0,0,0
56,2018,8,3,5,UA,N77520,700,BOS,EWR,1,518,608,625,200,0,0,0,0,1
87,2018,7,1,7,NK,N624NK,773,BOS,ORD,1,765,769,780,867,0,0,0,0,0
75,2018,1,5,5,AA,N802AW,2129,BOS,DCA,1,780,777,798,399,0,0,0,0,0
246,2018,9,8,6,B6,N993JB,1833,BOS,SFO,1,647,647,656,2704,0,0,0,0,0
118,2018,7,6,5,DL,N328DN,2647,BOS,ATL,1,670,667,769,946,0,1,0,0,0
187,2018,9,22,6,B6,N962JB,178,other,BOS,0,599,596,619,2381,0,0,0,0,0
84,2018,10,15,1,B6,N589JB,1600,BOS,DCA,1,360,356,372,399,0,0,0,0,0
131,2018,9,13,4,WN,N498WN,6040,BOS,other,1,1045,1045,1055,1256,0,0,0,0,0
117,2018,4,16,1,B6,N630JB,1766,other,BOS,0,1179,1287,1296,1249,0,0,0,0,1
89,2018,9,10,1,B6,N346JB,184,RDU,BOS,0,1102,1155,1168,612,0,1,0,0,0
76,2018,8,8,3,AA,N956UW,2169,BOS,DCA,1,660,653,671,399,0,0,0,0,0
87,2018,11,5,1,B6,N337JB,1059,BOS,PHL,1,825,868,905,280,0,1,0,0,0
95,2018,1,13,6,B6,N265JB,1081,BOS,other,1,635,644,658,474,0,0,0,0,0
234,2018,3,14,3,B6,N946JB,133,BOS,SFO,1,452,457,589,2704,0,1,0,0,1
59,2018,5,25,5,B6,N296JB,2579,BOS,EWR,1,912,941,973,200,0,1,0,0,0
65,2018,5,25,5,WN,N418WN,1040,BWI,BOS,0,1365,1393,1405,369,0,0,0,1,1
65,2018,12,22,6,UA,N459UA,1223,ORD,BOS,0,1195,1190,1205,867,0,0,0,0,0
74,2018,3,23,5,B6,N274JB,2679,BOS,EWR,1,1173,1218,1242,200,0,1,0,1,0
134,2018,4,3,2,WN,N7709A,4063,BOS,other,1,840,849,870,861,0,1,0,1,0
70,2018,9,17,1,AA,N949UW,2120,DCA,BOS,0,990,984,999,399,0,0,0,0,0
39,2018,1,17,3,B6,N249JB,918,JFK,BOS,0,1135,1215,1248,187,0,1,0,1,0
209,2018,8,27,1,AS,N579AS,460,LAX,BOS,0,870,869,895,2611,0,1,0,0,0
135,2018,11,16,5,DL,N391DA,2644,BOS,MCO,1,1199,1201,1239,1121,0,1,0,0,0
143,2018,7,17,2,DL,N376DA,2391,BOS,MSP,1,982,980,1017,1124,0,1,0,0,0
76,2018,6,17,7,B6,N206JB,1486,PIT,BOS,0,776,768,779,496,0,0,0,0,0
64,2018,4,18,3,9E,N832AY,3419,other,BOS,0,1010,1012,1024,395,0,0,0,0,0
87,2018,2,27,2,B6,N274JB,1585,BOS,PIT,1,721,710,722,496,0,0,0,0,0
79,2018,4,2,1,B6,N266JB,255,BOS,DCA,1,515,510,541,399,0,0,0,0,0
43,2018,2,8,4,AA,N946UW,2144,LGA,BOS,0,540,532,553,184,0,0,0,0,0
47,2018,12,4,2,B6,N374JB,2717,BOS,JFK,1,1371,1361,1378,187,0,0,0,0,0
47,2018,7,26,4,UA,N14219,2321,EWR,BOS,0,722,717,733,200,0,0,0,0,0
203,2018,6,21,4,AA,N915NN,1381,other,BOS,0,1330,1329,1347,2300,0,0,0,0,0
67,2018,11,20,2,WN,N8653A,2690,BWI,BOS,0,840,852,871,369,0,0,0,0,0
60,2018,1,14,7,B6,N316JB,1790,DCA,BOS,0,1204,1191,1203,399,0,0,0,0,0
73,2018,7,25,3,OO,N268SY,4143,BOS,JFK,1,350,349,431,187,0,1,0,0,0
125,2018,3,28,3,WN,N8559Q,6295,BOS,ATL,1,1095,1092,1105,946,0,0,0,0,0
154,2018,11,21,3,AA,N181UW,1652,DFW,BOS,0,1115,1126,1142,1562,0,0,0,0,0
230,2018,1,2,2,AA,N952AA,147,BOS,LAX,1,880,905,920,2611,0,0,0,0,0
47,2018,7,31,2,B6,N190JB,1431,BOS,LGA,1,1180,1189,1204,184,0,0,0,0,0
90,2018,11,20,2,AA,N973UY,1801,BOS,CLT,1,367,363,383,728,0,0,0,0,0
59,2018,10,22,1,9E,N186PQ,3481,JFK,BOS,0,1030,1076,1099,187,0,0,0,0,1
91,2018,10,17,3,B6,N351JB,184,RDU,BOS,0,1102,1109,1123,612,0,0,0,0,0
240,2018,4,23,1,DL,N710TW,1253,BOS,LAX,1,460,461,481,2611,0,0,0,0,0
58,2018,10,18,4,9E,N922XJ,5541,PHL,BOS,0,1250,1246,1262,280,0,0,0,0,0
55,2018,4,18,3,B6,N339JB,845,BOS,other,1,1335,1322,1337,265,0,0,0,0,0
153,2018,3,21,3,B6,N821JB,569,BOS,FLL,1,360,374,391,1237,1,1,0,0,0
98,2018,1,5,5,WN,N241WN,1196,other,BOS,0,1175,1201,1207,1047,0,0,0,0,1
84,2018,12,17,1,B6,N306JB,1012,ORD,BOS,0,562,646,669,867,0,1,0,1,1
47,2018,7,20,5,YX,N208JQ,6051,LGA,BOS,0,1260,1271,1307,184,0,0,0,0,0
83,2018,8,26,7,OO,N277SY,4112,other,BOS,0,905,897,912,818,0,0,0,0,0
263,2018,12,7,5,UA,N589UA,433,BOS,SFO,1,364,364,380,2704,0,0,0,0,0
44,2018,7,4,3,AA,N944UW,2146,BOS,LGA,1,960,990,1004,184,0,0,0,0,0
45,2018,5,24,4,9E,N296PQ,4018,JFK,BOS,0,419,413,428,187,0,0,0,0,0
78,2018,5,16,3,AA,N990AN,1320,ORD,BOS,0,1115,1177,1199,867,0,0,0,0,1
235,2018,9,23,7,AS,N549AS,769,BOS,other,1,1060,1049,1066,2588,0,0,0,0,0
92,2018,4,14,6,B6,N247JB,1259,BOS,PHL,1,1205,1201,1225,280,0,1,0,0,0
241,2018,10,12,5,UA,N14102,207,BOS,SFO,1,480,479,501,2704,0,0,0,0,0
77,2018,10,19,5,YX,N868RW,6080,BOS,other,1,840,833,859,395,0,0,0,0,0
80,2018,9,17,1,B6,N284JB,682,other,BOS,0,1227,1212,1222,474,0,0,0,0,0
69,2018,11,1,4,B6,N283JB,759,BOS,PHL,1,663,657,667,280,0,0,0,0,0
120,2018,3,19,1,DL,N309US,2930,other,BOS,0,1190,1292,1315,1185,0,0,0,1,1
98,2018,9,9,7,B6,N179JB,2383,BOS,RDU,1,664,653,677,612,0,0,0,0,0
87,2018,10,14,7,9E,N906XJ,5420,other,BOS,0,390,393,409,942,0,0,0,0,0
52,2018,11,27,2,OO,N262SY,3729,JFK,BOS,0,670,668,696,187,0,0,0,0,0
66,2018,7,25,3,B6,N354JB,1616,other,BOS,0,1029,1115,1128,395,0,1,0,0,0
78,2018,8,11,6,B6,N328JB,1226,BWI,BOS,0,496,513,531,369,0,1,0,1,1
47,2018,6,11,1,9E,N336PQ,5231,BOS,JFK,1,909,907,926,187,0,0,0,0,0
95,2018,7,15,7,B6,N355JB,1841,BOS,other,1,1210,1216,1231,563,0,0,0,0,0
73,2018,12,8,6,B6,N258JB,1427,BOS,BWI,1,1286,1271,1288,369,0,0,0,0,0
259,2018,7,19,4,B6,N709JB,1475,BOS,other,1,1053,1052,1066,2694,0,0,0,0,0
96,2018,10,12,5,EV,N14558,4079,other,BOS,0,500,495,508,563,0,0,0,0,0
141,2018,3,28,3,WN,N422WN,1739,BOS,other,1,705,715,729,1256,0,1,0,0,1
96,2018,11,10,6,MQ,N855AE,3792,BOS,PIT,1,640,667,687,496,0,1,0,0,1
56,2018,6,14,4,MQ,N809AE,4052,BOS,JFK,1,873,867,891,187,0,0,0,0,0
194,2018,12,10,1,AA,N129AA,2542,LAX,BOS,0,390,427,441,2611,0,1,0,0,1
66,2018,11,28,3,B6,N184JB,1189,BOS,DCA,1,1280,1387,1401,399,0,0,0,1,1
141,2018,6,11,1,B6,N597JB,570,FLL,BOS,0,1049,1044,1059,1237,0,0,0,0,0
104,2018,1,17,3,AA,N572UW,400,CLT,BOS,0,795,791,945,728,0,1,0,0,0
160,2018,4,14,6,AA,N314PD,1211,BOS,DFW,1,840,837,850,1562,0,0,0,0,0
136,2018,10,13,6,B6,N796JB,721,BOS,other,1,414,462,479,1197,0,1,0,0,1
250,2018,3,22,4,VX,N527VA,1367,BOS,LAX,1,1025,1018,1032,2611,0,0,0,0,0
91,2018,11,20,2,B6,N294JB,455,BOS,DCA,1,644,652,670,399,0,1,0,0,1
64,2018,5,7,1,MQ,N850AE,3970,BOS,other,1,925,919,938,343,0,0,0,0,0
100,2018,6,12,2,WN,N290WN,1531,BOS,ATL,1,1270,1265,1283,946,0,0,0,0,0
103,2018,8,2,4,DL,N322DN,1337,BOS,DTW,1,530,530,543,632,0,0,0,0,0
93,2018,9,10,1,OO,N823SK,3811,RDU,BOS,0,864,921,934,612,1,0,0,0,0
99,2018,2,19,1,DL,N319DN,2480,ATL,BOS,0,1113,1112,1124,946,0,0,0,0,0
68,2018,4,30,1,B6,N249JB,1445,BOS,CLT,1,917,913,931,728,0,0,0,0,0
116,2018,10,19,5,OO,N278SY,3520,BOS,other,1,1145,1187,1220,942,0,1,0,1,1
107,2018,7,10,2,B6,N766JB,1352,MCO,BOS,0,1326,1311,1322,1121,0,0,0,0,0
45,2018,6,29,5,AA,N949UW,2125,BOS,LGA,1,1080,1109,1146,184,0,1,0,1,0
138,2018,3,16,5,B6,N641JB,966,other,BOS,0,1235,1253,1265,1249,0,1,0,1,1
239,2018,9,7,5,AA,N996AN,222,BOS,LAX,1,455,447,461,2611,0,0,0,0,0
145,2018,5,18,5,B6,N709JB,932,other,BOS,0,1128,1125,1135,1609,0,0,0,0,0
233,2018,5,18,5,UA,N14250,1820,BOS,LAX,1,380,375,396,2611,0,0,0,0,0
56,2018,12,31,1,AA,N961UW,1972,PHL,BOS,0,520,510,530,280,0,0,0,0,0
187,2018,12,26,3,AS,N636VA,1358,SFO,BOS,0,1260,1250,1266,2704,0,0,0,0,0
59,2018,3,29,4,AA,N956UW,2135,BOS,LGA,1,840,834,852,184,0,0,0,0,0
187,2018,2,15,4,AS,N237AK,30,other,BOS,0,575,565,578,2537,0,0,0,0,0
94,2018,6,21,4,DL,N554NW,1652,DTW,BOS,0,720,713,727,632,0,0,0,0,0
162,2018,11,10,6,AA,N993AN,2623,BOS,other,1,390,384,400,1258,0,0,0,0,0
48,2018,5,16,3,B6,N328JB,2680,EWR,BOS,0,1269,1380,1404,200,0,0,0,1,1
186,2018,5,10,4,B6,N989JB,834,SFO,BOS,0,1237,1273,1295,2704,0,0,0,1,1
134,2018,7,25,3,B6,N784JB,866,other,BOS,0,345,344,355,1249,0,0,0,0,0
101,2018,9,26,3,B6,N374JB,2283,BOS,RDU,1,364,350,369,612,0,0,0,0,0
47,2018,7,26,4,AA,N947UW,2153,BOS,LGA,1,600,624,640,184,0,0,0,0,0
134,2018,7,22,7,UA,N38403,333,other,BOS,0,865,955,985,1597,0,1,0,0,0
100,2018,11,26,1,WN,N271LV,6990,other,BOS,0,740,772,780,640,0,1,0,0,0
80,2018,9,28,5,OO,N272SY,3837,other,BOS,0,916,914,963,818,0,1,0,0,0
162,2018,8,9,4,AA,N963NN,1497,DFW,BOS,0,550,576,623,1562,1,1,0,0,0
72,2018,5,13,7,AA,N952UW,2141,BOS,LGA,1,1140,1191,1203,184,0,0,0,1,1
265,2018,1,9,2,UA,N18119,319,BOS,SFO,1,550,542,562,2704,0,0,0,0,0
150,2018,7,24,2,B6,N766JB,865,BOS,other,1,540,550,574,1249,0,1,0,1,1
127,2018,1,28,7,NK,N629NK,256,other,BOS,0,679,673,682,1249,0,0,0,0,0
96,2018,6,11,1,MQ,N827AE,3456,BOS,PIT,1,365,412,425,496,0,0,0,0,1
46,2018,6,2,6,AA,N111ZM,1554,JFK,BOS,0,565,561,576,187,0,0,0,0,0
100,2018,8,16,4,DL,N959AT,700,BOS,RDU,1,877,890,910,612,0,0,0,0,0
130,2018,7,5,4,UA,N68805,1253,other,BOS,0,481,477,499,1597,0,0,0,0,0
106,2018,2,7,3,AA,N896NN,2740,ORD,BOS,0,1215,1212,1232,867,0,0,0,0,0
193,2018,3,21,3,B6,N942JB,534,SFO,BOS,0,862,874,912,2704,0,1,0,1,0
49,2018,11,18,7,9E,N315PQ,3478,BOS,JFK,1,911,896,918,187,0,0,0,0,0
189,2018,10,24,3,AS,N536AS,460,LAX,BOS,0,870,860,886,2611,0,0,0,0,0
62,2018,11,30,5,B6,N375JB,1526,BWI,BOS,0,917,909,921,369,0,0,0,0,0
213,2018,7,11,3,AA,N195UW,2083,other,BOS,0,753,753,790,2300,0,1,0,0,0
40,2018,6,17,7,DL,N993AT,2289,LGA,BOS,0,1140,1136,1154,184,0,0,0,0,0
146,2018,6,26,2,B6,N804JB,122,other,BOS,0,961,954,964,1197,0,0,0,0,0
241,2018,1,1,1,VX,N849VA,1357,BOS,SFO,1,1145,1170,1185,2704,0,0,0,0,0
172,2018,6,14,4,DL,N890DN,2768,other,BOS,0,595,594,615,2105,0,0,0,0,0
63,2018,5,7,1,B6,N337JB,1426,BWI,BOS,0,360,357,368,369,0,0,0,0,0
43,2018,7,4,3,B6,N316JB,1552,BOS,other,1,510,500,511,91,0,0,0,0,0
66,2018,4,27,5,B6,N274JB,1246,CLT,BOS,0,680,701,729,728,0,1,0,1,0
69,2018,1,21,7,DL,N341NW,761,BOS,DTW,1,637,629,644,632,0,0,0,0,0
129,2018,10,30,2,AA,N991AU,2623,BOS,other,1,398,393,416,1258,0,0,0,0,0
103,2018,12,1,6,NK,N617NK,422,MCO,BOS,0,950,963,987,1121,0,0,0,0,0
219,2018,11,16,5,B6,N937JB,197,BOS,other,1,1160,1196,1230,2496,0,0,0,1,1
87,2018,7,28,6,B6,N516JB,1806,other,BOS,0,595,595,609,942,0,0,0,0,0
74,2018,9,4,2,B6,N284JB,1685,BOS,PIT,1,900,934,949,496,0,0,0,0,1
65,2018,5,9,3,UA,N57439,525,BOS,other,1,585,591,608,413,0,0,0,0,0
115,2018,3,3,6,B6,N625JB,521,BOS,other,1,820,880,892,1197,0,0,0,0,1
112,2018,6,24,7,WN,N8629A,4586,ATL,BOS,0,960,956,970,946,0,0,0,0,0
38,2018,1,17,3,B6,N353JB,518,JFK,BOS,0,485,480,501,187,0,0,0,0,0
79,2018,9,17,1,B6,N274JB,889,BOS,DCA,1,840,830,846,399,0,0,0,0,0
46,2018,8,10,5,B6,N374JB,1331,BOS,LGA,1,1020,1012,1031,184,0,0,0,0,0
145,2018,6,12,2,B6,N613JB,1300,other,BOS,0,1204,1224,1236,1368,1,0,0,1,0
149,2018,2,26,1,DL,N3761R,2913,BOS,other,1,436,432,453,1185,0,0,0,0,0
62,2018,3,8,4,AA,N561UW,785,BOS,PHL,1,470,726,766,280,1,1,0,0,1
119,2018,10,27,6,AA,N908NN,2723,ORD,BOS,0,525,525,547,867,0,1,0,0,0
114,2018,3,2,5,WN,N8711Q,400,BOS,other,1,445,444,454,1047,0,0,0,0,0
225,2018,12,19,3,B6,N964JB,534,SFO,BOS,0,841,853,866,2704,0,0,0,0,0
137,2018,3,8,4,DL,N340NW,59,BOS,other,1,923,1118,1137,1185,0,0,0,1,1
68,2018,11,20,2,B6,N190JB,156,other,BOS,0,921,928,953,413,0,1,0,0,1
66,2018,10,2,2,B6,N334JB,254,DCA,BOS,0,360,353,369,399,0,0,0,0,0
82,2018,8,30,4,B6,N281JB,1885,BOS,PIT,1,1076,1071,1086,496,0,0,0,0,0
95,2018,4,11,3,WN,N8530W,1724,other,BOS,0,505,502,517,1047,0,0,0,0,0
219,2018,6,4,1,B6,N942JB,20,other,BOS,0,1263,1336,1351,2588,0,0,0,0,1
86,2018,3,17,6,DL,N334DN,1500,ATL,BOS,0,823,836,852,946,0,0,0,0,0
165,2018,3,18,7,DL,N858DZ,1843,other,BOS,0,1055,1061,1074,2105,0,0,0,0,0
84,2018,9,21,5,AA,N956UW,2134,BOS,DCA,1,1260,1253,1264,399,0,0,0,0,0
79,2018,5,30,3,B6,N323JB,1081,BOS,other,1,505,511,529,474,0,0,0,0,0
75,2018,11,3,6,AA,N954UW,2183,BOS,PHL,1,618,608,619,280,0,0,0,0,0
161,2018,3,1,4,NK,N530NK,1535,BOS,other,1,745,740,752,1249,0,0,0,0,0
106,2018,10,31,3,AA,N976AN,2801,CLT,BOS,0,900,893,911,728,0,0,0,0,0
222,2018,6,28,4,AA,N123NN,2455,LAX,BOS,0,1280,1272,1290,2611,0,0,0,0,0
87,2018,1,24,3,DL,N331NB,710,DTW,BOS,0,825,819,832,632,0,0,0,0,0
80,2018,10,23,2,B6,N580JB,696,ATL,BOS,0,1037,1201,1221,946,0,1,0,0,1
83,2018,11,30,5,AA,N963UW,2155,BOS,DCA,1,660,657,670,399,0,0,0,0,0
83,2018,5,24,4,AA,N957AN,1540,ORD,BOS,0,655,651,663,867,0,0,0,0,0
