date,type,address,city,zip,price,beds,baths,neighborhood 9,sqft,lotsize,year,hoa,url,mls,latitude,longitude
,condo,8 Oak St,Cambridge,2139,1050000,2,2.5,,1170,,1900,,https://www.redfin.com/MA/Cambridge/8-Oak-St-02139/home/11549307,,42.3737044,-71.0994197
June-15-2022,condo,104 Otis St #2,Cambridge,2141,1750000,3,2.5,East Cambridge,2114,,1854,391,https://www.redfin.com/MA/Cambridge/104-Otis-St-02141/unit-2/home/62500507,72973474,42.3704806,-71.0828532
June-15-2022,condo,28 Bigelow St Unit A,Cambridge,2139,575000,1,1,Cambridge,460,,1890,295,https://www.redfin.com/MA/Cambridge/28-Bigelow-St-02139/unit-A/home/11566698,72985226,42.3684174,-71.1047741
,condo,518 Putnam Ave Unit B,Cambridge,2139,590000,2,1,,1007,,1888,,https://www.redfin.com/MA/Cambridge/518-Putnam-Ave-02139/unit-B/home/11559954,,42.3580341,-71.1088086
June-15-2022,condo,390 Norfolk St #3,Cambridge,2139,635000,1,1,Inman Square,629,,1898,241,https://www.redfin.com/MA/Cambridge/390-Norfolk-St-02139/unit-3/home/23430385,72973044,42.3736917,-71.095682
,condo,28 Rockingham St,Cambridge,2139,1515000,7,2,,1905,,1894,,https://www.redfin.com/MA/Cambridge/28-Rockingham-St-02139/home/12427676,,42.3556942,-71.1109895
,condo,21 Lawrence St Unit B,Cambridge,2139,1350000,3,2,,1642,,1894,,https://www.redfin.com/MA/Cambridge/21-Lawrence-St-02139/unit-B/home/11549442,,42.3616353,-71.1071184
June-13-2022,condo,25 3rd St #1,Cambridge,2141,890000,3,3,Cambridge,1657,,2003,299,https://www.redfin.com/MA/Cambridge/25-Third-St-02141/unit-1/home/12374205,72948565,42.3718584,-71.079815
June-10-2022,condo,217 Thorndike St #108,Cambridge,2141,764000,2,1.5,Cambridge,856,,1986,359,https://www.redfin.com/MA/Cambridge/217-Thorndike-St-02141/unit-108/home/11553618,72958361,42.3707602,-71.0876949
June-10-2022,condo,14 Vandine St #2,Cambridge,2141,815000,2,2,Kendall Square,817,,1894,309,https://www.redfin.com/MA/Cambridge/14-Vandine-St-02141/unit-2/home/12545353,72943236,42.3688892,-71.0909866
June-10-2022,condo,44 Concord Ave #101,Cambridge,2138,580000,1,1,Cambridge,484,,1974,225,https://www.redfin.com/MA/Cambridge/44-Concord-Ave-02138/unit-101/home/11588390,72976065,42.3802652,-71.1279021
June-10-2022,condo,260-262 Sidney Unit BL,Cambridge,2139,525000,2,1,Cambridge,491,,1886,346,https://www.redfin.com/MA/Cambridge/260-Sidney-St-02139/unit-BL/home/11596214,72969397,42.356131,-71.1069961
June-10-2022,condo,9 Medford St #701,Somerville,2143,933000,2,2,Somerville,1103,,1916,901,https://www.redfin.com/MA/Somerville/9-Medford-St-02143/unit-701/home/170504428,72809965,42.3742011,-71.0868252
June-10-2022,condo,75-83 Cambridge Pkwy Unit E703,Cambridge,2142,1995000,2,2.5,Cambridge,1625,,1989,1295,https://www.redfin.com/MA/Cambridge/75-83-Cambridge-Pkwy-02142/unit-E703/home/11551164,72967966,42.3643818,-71.0769379
June-10-2022,condo,9 Medford St Ph 01,Somerville,2143,989900,2,2,East Somerville,1064,,2016,996,https://www.redfin.com/MA/Somerville/9-Medford-St-02143/unit-1/home/167180164,72938588,42.3742011,-71.0868252
,condo,21 Stone Ave #000021,Somerville,2143,850000,2,1,,1021,,1900,,https://www.redfin.com/MA/Somerville/21-Stone-Ave-02143/unit-000021/home/8756869,,42.3802945,-71.0952422
June-8-2022,condo,21 Stone Ave #21,Somerville,2143,850000,2,1,Somerville,1021,,1900,200,https://www.redfin.com/MA/Somerville/21-Stone-Ave-02143/unit-21/home/179318704,72976387,42.3802945,-71.0952422
June-7-2022,condo,97 Prospect St #4,Somerville,2143,1680000,3,2.5,Somerville,1838,,2013,609,https://www.redfin.com/MA/Somerville/97-Prospect-St-02143/unit-4/home/57605295,72962761,42.3756017,-71.0967998
June-7-2022,condo,10 Rogers #411,Cambridge,2142,785000,1,1,Kendall Square,822,,1989,650,https://www.redfin.com/MA/Cambridge/10-Rogers-St-02142/unit-411/home/11550687,72973824,42.3656338,-71.0773894
,condo,59 Magazine St #26,Cambridge,2139,657500,1,1,,762,,1909,,https://www.redfin.com/MA/Cambridge/59-Magazine-St-02139/unit-26/home/12428084,,42.3621683,-71.1079022
June-7-2022,condo,40 Bigelow St #1,Cambridge,2139,898000,2,2,Central Square,920,,1880,291,https://www.redfin.com/MA/Cambridge/40-Bigelow-St-02139/unit-1/home/11566725,72973569,42.3686597,-71.1045715
,condo,165 Pleasant St #315,Cambridge,2139,775000,2,2,,1026,,2002,,https://www.redfin.com/MA/Cambridge/165-Pleasant-St-02139/unit-315/home/11600141,,42.3598487,-71.1138891
June-6-2022,condo,217 Thorndike St #301,Cambridge,2139,861000,2,1.5,East Cambridge,890,,1986,373,https://www.redfin.com/MA/Cambridge/217-Thorndike-St-02141/unit-301/home/11553693,72977084,42.3707602,-71.0876949
June-3-2022,condo,241 River St #6,Cambridge,2139,960000,3,2,Cambridge,825,,1999,520,https://www.redfin.com/MA/Cambridge/241-River-St-02139/unit-6/home/11601012,72966387,42.3629766,-71.1118731
June-3-2022,condo,218 Thorndike St #209,Cambridge,2141,800000,2,1.5,Cambridge,895,,1986,380,https://www.redfin.com/MA/Cambridge/218-Thorndike-St-02141/unit-209/home/11553682,72940761,42.3704804,-71.0878094
June-3-2022,condo,9 Jay St #1,Cambridge,2139,2000000,3,2.5,Cambridgeport,2100,,1854,81,https://www.redfin.com/MA/Cambridge/9-Jay-St-02139/unit-1/home/21472329,72963304,42.3641363,-71.1099698
June-2-2022,condo,169 Monsignor O'brien Hwy #604,Cambridge,2141,586000,1,1,Cambridge,531,,1930,436,https://www.redfin.com/MA/Cambridge/169-Monsignor-O-Brien-Hwy-02141/unit-604/home/11600862,72962496,42.3718067,-71.0777788
June-1-2022,condo,20 Lake St #2,Somerville,2143,747000,2,1,Somerville,1200,,1890,423,https://www.redfin.com/MA/Somerville/20-Lake-St-02143/unit-2/home/8753676,72968884,42.3800335,-71.0993827
,condo,165 Pleasant St #201,Cambridge,2139,579000,1,1,,652,,2002,,https://www.redfin.com/MA/Cambridge/165-Pleasant-St-02139/unit-201/home/11599854,,42.3598487,-71.1138891
June-1-2022,condo,975 Memorial Dr #703,Cambridge,2138,3200000,2,2,Harvard Square,1346,,1986,2300,https://www.redfin.com/MA/Cambridge/975-Memorial-Dr-02138/unit-703/home/11574842,72952845,42.3716048,-71.1236381
June-1-2022,condo,20 Second St #621,Cambridge,2141,1048500,2,2,East Cambridge,1063,1063,2009,828,https://www.redfin.com/MA/Cambridge/20-Second-St-02141/unit-621/home/28439794,72934932,42.3706593,-71.0785109
June-1-2022,condo,5 Smith Ave #5,Somerville,2143,1205000,2,2,Somerville,1426,,2021,170,https://www.redfin.com/MA/Somerville/5-Smith-Ave-02143/unit-5/home/175412513,72947405,42.3771618,-71.1056035
May-31-2022,condo,35 Berkshire St #2,Cambridge,2141,1365000,3,2,Kendall Square,1100,,2022,250,https://www.redfin.com/MA/Cambridge/35-Berkshire-St-02141/unit-2/home/178995303,72965601,42.3682241,-71.0922361
May-31-2022,condo,169 Monsignor O'brien Hwy #412,Cambridge,2141,693000,2,2,Cambridge,904,,1930,720,https://www.redfin.com/MA/Cambridge/169-Monsignor-O-Brien-Hwy-02141/unit-412/home/11600793,72970825,42.3718067,-71.0777788
,condo,321 Harvard St #303,Cambridge,2139,812000,2,1.5,,817,,1980,,https://www.redfin.com/MA/Cambridge/321-Harvard-St-02139/unit-303/home/11564790,,42.3704059,-71.1074028
,condo,384 Washington St Unit A,Somerville,2143,1300000,3,2.5,,1552,,1900,,https://www.redfin.com/MA/Somerville/384-Washington-St-02143/unit-A/home/11650174,,42.3785883,-71.1047996
May-27-2022,condo,11 Gardner Rd #3,Cambridge,2139,1274000,2,2.5,Central Square,1359,,1910,227,https://www.redfin.com/MA/Cambridge/11-Gardner-Rd-02139/unit-3/home/11549326,72969503,42.3707749,-71.0993727
May-27-2022,condo,19 Magnolia #3,Cambridge,2138,635000,1,1,Harvard Square,683,,1903,167,https://www.redfin.com/MA/Cambridge/19-Magnolia-Ave-02138/unit-3/home/11571826,72949286,42.3767135,-71.1075173
,condo,15 Lee St Unit T5,Cambridge,2139,1450000,3,2,,1205,,1982,,https://www.redfin.com/MA/Cambridge/15-Lee-St-02139/unit-T5/home/11566017,,42.3686641,-71.1072337
,condo,92 Hampshire St Unit B,Cambridge,2139,1050000,2,1,,1500,,1920,,https://www.redfin.com/MA/Cambridge/92-Hampshire-St-02139/unit-B/home/11378177,,42.3687065,-71.0949726
,condo,105 Gore St #5,Cambridge,2141,550000,1,1,,548,,1920,,https://www.redfin.com/MA/Cambridge/105-Gore-St-02141/unit-5/home/11551967,,42.3723456,-71.082522
,condo,79 Hampshire St #3,Cambridge,2139,817000,2,1,,1010,,1894,,https://www.redfin.com/MA/Cambridge/79-Hampshire-St-02139/unit-3/home/11556396,,42.368206,-71.0938851
,condo,1572 Massachusetts Ave #47,Cambridge,2138,1200000,2,1,,1294,,1850,,https://www.redfin.com/MA/Cambridge/1572-Massachusetts-Ave-02138/unit-47/home/11576022,,42.3789725,-71.1206764
May-25-2022,condo,17 Otis St #308,Cambridge,2141,975000,2,1.5,Lechmere Square,939,,2006,626,https://www.redfin.com/MA/Cambridge/17-Otis-St-02141/unit-308/home/12427579,72963255,42.3701568,-71.0773633
,condo,12 Marney St,Cambridge,2141,905000,2,2,,840,,1910,,https://www.redfin.com/MA/Cambridge/12-Marney-St-02141/home/28439966,,42.3703449,-71.0898337
May-23-2022,condo,16 Ware St #3,Cambridge,2138,810000,1,1,Cambridge,660,,2000,400,https://www.redfin.com/MA/Cambridge/16-Ware-St-02138/unit-3/home/11570842,72973956,42.3730628,-71.1125965
May-20-2022,condo,94 Beacon St #11,Somerville,2143,580000,2,1,Somerville,855,,1976,355,https://www.redfin.com/MA/Somerville/94-Beacon-St-02143/unit-11/home/8725204,72962995,42.3770374,-71.1053559
May-20-2022,condo,16 Chauncy #44,Cambridge,2138,530000,0,1,Harvard Square,386,,1900,411,https://www.redfin.com/MA/Cambridge/16-Chauncy-St-02138/unit-44/home/11575890,72963807,42.3794742,-71.1223384
May-20-2022,condo,27 Prince St Unit 2R,Cambridge,2139,1050000,2,2,Cambridgeport,960,,1930,198,https://www.redfin.com/MA/Cambridge/27-Prince-St-02139/unit-2R/home/40324283,72964066,42.3607855,-71.1103418
May-20-2022,condo,122 Trowbridge St #5,Cambridge,2138,815000,2,1,Mid Cambridge,804,,1910,181,https://www.redfin.com/MA/Cambridge/122-Trowbridge-St-02138/unit-5/home/12427724,72962576,42.3772142,-71.109178
May-20-2022,condo,262 Monsignor Obrien Hwy #102,Cambridge,2141,979000,2,1.5,East Cambridge,1117,,2017,505,https://www.redfin.com/MA/Cambridge/262-Monsignor-O-Brien-Hwy-02141/unit-102/home/135266418,72963932,42.3731881,-71.0819967
May-19-2022,condo,9 Chauncy St #63,Cambridge,2138,775000,2,1,Cambridge,832,,1972,377,https://www.redfin.com/MA/Cambridge/9-Chauncy-St-02138/unit-63/home/11577112,72959479,42.3800422,-71.1213333
May-18-2022,condo,37 Lee St #1,Cambridge,2139,525000,1,1,Mid Cambridge,743,,1901,361,https://www.redfin.com/MA/Cambridge/37-Lee-St-02139/unit-1/home/11565952,72963790,42.3694263,-71.1063722
May-18-2022,condo,1 Hancock Pl #2,Cambridge,2139,1650000,3,2.5,Cambridge,1495,,1902,250,https://www.redfin.com/MA/Cambridge/1-Hancock-Pl-02139/unit-2/home/178956382,72961944,42.3696538,-71.1071464
May-18-2022,condo,13 Linden St #3,Somerville,2143,670000,2,1,Somerville,878,,1900,250,https://www.redfin.com/MA/Somerville/13-Linden-St-02143/unit-3/home/8752051,72971098,42.3779472,-71.0927476
May-17-2022,condo,28 Essex St #4,Cambridge,2139,1510000,4,2,Cambridge,1304,,1900,334,https://www.redfin.com/MA/Cambridge/28-Essex-St-02139/unit-4/home/19003205,72957421,42.3664102,-71.1016704
May-13-2022,condo,104 Otis St #1,Cambridge,2141,1820000,3,2.5,East Cambridge,2027,,1854,354,https://www.redfin.com/MA/Cambridge/104-Otis-St-02141/unit-1/home/60390245,72963207,42.3704806,-71.0828532
May-13-2022,condo,10 Dana St #4,Cambridge,2138,825000,2,1,Harvard Square,966,,1909,486,https://www.redfin.com/MA/Cambridge/10-Dana-St-02138/unit-4/home/11565428,72953567,42.3702575,-71.1096183
,condo,276 Harvard St #7,Cambridge,2139,850000,3,1,,1448,,1900,,https://www.redfin.com/MA/Cambridge/276-Harvard-St-02139/unit-7/home/11562265,,42.3688475,-71.1035897
May-13-2022,condo,619 Franklin St #3,Cambridge,2139,840000,1,1,Riverside,1209,,1886,322,https://www.redfin.com/MA/Cambridge/619-Franklin-St-02139/unit-3/home/55737078,72961890,42.3686435,-71.1131223
,condo,180 Franklin St,Cambridge,2139,2050000,3,3.5,,1281,,2012,,https://www.redfin.com/MA/Cambridge/180-Franklin-St-02139/home/55737090,,42.3630747,-71.1030206
May-12-2022,condo,9 Medford St #704,Somerville,2143,655000,1,1,Somerville,799,,2016,641,https://www.redfin.com/MA/Somerville/9-Medford-St-02143/unit-704/home/167845814,72948387,42.3742011,-71.0868252
,condo,38 Prince St,Cambridge,2139,1300000,2,2,,1138,,1841,,https://www.redfin.com/MA/Cambridge/38-Prince-St-02139/home/12427708,,42.3605928,-71.1107321
May-10-2022,condo,16 Murdock St #16,Cambridge,2139,2160000,4,3,Central Square,2171,,2021,221,https://www.redfin.com/MA/Cambridge/16-Murdock-St-02139/unit-16/home/178308731,72942873,42.371188,-71.0988714
May-10-2022,condo,986 Memorial Dr #304,Cambridge,2138,1550000,2,2,Harvard Square,1560,,1918,1761,https://www.redfin.com/MA/Cambridge/986-Memorial-Dr-02138/unit-304/home/138417138,72953839,42.3729309,-71.1254445
,condo,1697 Cambridge St #29,Cambridge,2138,500000,1,1,,605,,1940,,https://www.redfin.com/MA/Cambridge/1697-Cambridge-St-02138/unit-29/home/11572709,,42.3753168,-71.1118542
,condo,321 Harvard St #207,Cambridge,2139,700000,1,1,,666,,1980,,https://www.redfin.com/MA/Cambridge/321-Harvard-St-02139/unit-207/home/11564775,,42.3704059,-71.1074028
May-6-2022,condo,1699 Cambridge St #29,Cambridge,2139,500000,1,1,Harvard Square,410,,1940,258,https://www.redfin.com/MA/Cambridge/1699-Cambridge-St-02138/unit-29/home/18262452,72960515,42.3752825,-71.1119769
May-6-2022,condo,400 Washington St #101,Somerville,2143,885000,2,1,Inman Square,1084,,2001,562,https://www.redfin.com/MA/Somerville/400-Washington-St-02143/unit-101/home/8758168,72960663,42.3782435,-71.105666
May-6-2022,condo,469 Windsor #2,Cambridge,2414,695000,3,1,Cambridge,921,,1930,150,https://www.redfin.com/MA/Cambridge/469-Windsor-St-02141/unit-2/home/12427494,72955445,42.3723659,-71.0935799
May-6-2022,condo,121 Second St #1,Cambridge,2141,1300000,3,2,Kendall Square,1660,,1910,350,https://www.redfin.com/MA/Cambridge/121-Second-St-02141/unit-1/home/178795923,72959140,42.3678251,-71.079486
,condo,29 Concord Ave #412,Cambridge,2138,475000,1,1,,495,,1965,,https://www.redfin.com/MA/Cambridge/29-Concord-Ave-02138/unit-412/home/11586436,,42.3796787,-71.1256782
,condo,121 Second St,Cambridge,2141,1300000,3,2,,880,,1910,,https://www.redfin.com/MA/Cambridge/121-Second-St-02141/home/11548759,,42.3678251,-71.079486
,condo,429 Norfolk St #1,Somerville,2143,655000,3,1,,906,,2003,,https://www.redfin.com/MA/Somerville/429-Norfolk-St-02143/unit-1/home/8754683,,42.3748962,-71.095421
May-5-2022,condo,18 Murdock St #18,Cambridge,2139,2160000,4,3,Central Square,2146,,2021,221,https://www.redfin.com/MA/Cambridge/18-Murdock-St-02139/unit-18/home/177548098,72926346,42.3711175,-71.0989325
May-4-2022,condo,221 Mt. Auburn St #307,Cambridge,2138,1100000,1,1,West Cambridge,988,,1962,1392,https://www.redfin.com/MA/Cambridge/221-Mt-Auburn-St-02138/unit-307/home/11587468,72960286,42.3749459,-71.1301481
,condo,140 Banks St,Cambridge,2138,2590000,3,4.5,,1636,,1870,,https://www.redfin.com/MA/Cambridge/140-Banks-St-02138/home/109303367,,42.3672943,-71.1145629
May-3-2022,condo,140 Banks St #140,Cambridge,2138,2590000,3,4.5,Cambridge,2193,,2016,458,https://www.redfin.com/MA/Cambridge/140-Banks-St-02138/unit-140/home/178466080,72947750,42.3672943,-71.1145629
May-3-2022,condo,285 Harvard St #109,Cambridge,2139,393500,0,1,Cambridge,398,,1910,231,https://www.redfin.com/MA/Cambridge/285-Harvard-St-02139/unit-109/home/11562458,72964161,42.3694716,-71.1041411
May-2-2022,condo,5 Saint Mary Rd #1,Cambridge,2139,1388000,3,2,Cambridge,1385,,1920,300,https://www.redfin.com/MA/Cambridge/5-St-Mary-Rd-02139/unit-1/home/11563047,72956657,42.3709765,-71.1004652
May-2-2022,condo,30 Bigelow St Unit A,Cambridge,2139,1190000,2,1.5,Mid Cambridge,906,,1890,367,https://www.redfin.com/MA/Cambridge/30-Bigelow-St-02139/unit-A/home/11566855,72966270,42.3684967,-71.1047546
April-29-2022,condo,14 Valentine St #2,Cambridge,2139,1070000,2,2,Cambridge,1101,,1916,144,https://www.redfin.com/MA/Cambridge/14-Valentine-St-02139/unit-2/home/178669778,72954093,42.3601102,-71.1058936
April-29-2022,condo,44 Roberts Rd #2,Cambridge,2138,938000,2,1,Mid Cambridge,1096,,1893,250,https://www.redfin.com/MA/Cambridge/44-Roberts-Rd-02138/unit-2/home/176008603,72943678,42.3773785,-71.1080699
April-29-2022,condo,29 Otis St #302,Cambridge,2141,1205000,2,2,East Cambridge,1000,,2006,793,https://www.redfin.com/MA/Cambridge/29-Otis-St-02141/unit-302/home/12427845,72957416,42.3703121,-71.0781561
April-29-2022,condo,218 Harvard St #3,Cambridge,2139,725000,2,1,Cambridge,667,,1900,220,https://www.redfin.com/MA/Cambridge/218-Harvard-St-02139/unit-3/home/21322521,72947381,42.3671889,-71.0990388
April-29-2022,condo,62 Hurley St #2,Cambridge,2141,625000,1,1,Cambridge,608,,1894,133,https://www.redfin.com/MA/Cambridge/62-Hurley-St-02141/unit-2/home/11599510,72950088,42.368061,-71.0796813
April-29-2022,condo,345 Harvard St Unit B2X,Cambridge,2138,512500,1,1,Cambridge,540,13873,1964,276,https://www.redfin.com/MA/Cambridge/345-Harvard-St-02138/unit-B2X/home/12428159,72959317,42.3712009,-71.1099307
,condo,44 1/2 Roberts Rd #2,Cambridge,2138,938000,2,1,,958,,1893,,https://www.redfin.com/MA/Cambridge/44-1-2-Roberts-Rd-02138/unit-2/home/11602020,,42.3773422,-71.1080169
,condo,100 Concord Ave #000100,Somerville,2143,755000,2,1,,863,,1900,,https://www.redfin.com/MA/Somerville/100-Concord-Ave-02143/unit-000100/home/8682870,,42.3754389,-71.1017407
,condo,9 Medford St #206,Somerville,2143,532500,1,1,,564,,2015,,https://www.redfin.com/MA/Somerville/9-Medford-St-02143/unit-206/home/148627147,,42.3742011,-71.0868252
April-28-2022,condo,14 Valentine St #3,Cambridge,2139,1110000,2,2,Cambridge,1144,,1916,155,https://www.redfin.com/MA/Cambridge/14-Valentine-St-02139/unit-3/home/178618338,72951860,42.3601102,-71.1058936
April-28-2022,condo,137 Second St #137,Cambridge,2141,1450000,3,3,Kendall Square,1597,,1910,256,https://www.redfin.com/MA/Cambridge/137-Second-St-02141/unit-137/home/174885936,72950848,42.3675765,-71.0794652
April-28-2022,condo,280 Harvard St Unit 2C,Cambridge,2139,755000,2,1.5,Mid Cambridge,870,,1978,435,https://www.redfin.com/MA/Cambridge/280-Harvard-St-02139/unit-2C/home/11566762,72954607,42.3688844,-71.1043096
April-27-2022,condo,361 Harvard St #7,Cambridge,2139,1321000,2,2,Harvard Square,1388,,1920,829,https://www.redfin.com/MA/Cambridge/361-Harvard-St-02138/unit-7/home/11570977,72952369,42.3715056,-71.1111409
,condo,15 Rose St,Somerville,2143,1455000,3,3,,1801,,1920,,https://www.redfin.com/MA/Somerville/15-Rose-St-02143/home/112944894,,42.3786246,-71.1030227
April-26-2022,condo,14 Columbus Ave #14,Somerville,2143,1175000,4,3,Union Square,2336,,1900,208,https://www.redfin.com/MA/Somerville/14-Columbus-Ave-02143/unit-14/home/57331222,72953557,42.3802374,-71.0929988
April-25-2022,condo,848 Massachusetts Ave #3,Cambridge,2139,488000,0,1,Central Square,476,,1920,272,https://www.redfin.com/MA/Cambridge/848-Massachusetts-Ave-02139/unit-3/home/11599581,72946348,42.3671127,-71.1073149
April-25-2022,condo,22 Inman St #1,Cambridge,2139,1420000,2,2,Mid Cambridge,1194,,1870,427,https://www.redfin.com/MA/Cambridge/22-Inman-St-02139/unit-1/home/11561975,72963405,42.3677756,-71.1043388
April-23-2022,condo,16 Chauncy #22,Cambridge,2138,582000,1,1,Harvard Square,538,,1900,565,https://www.redfin.com/MA/Cambridge/16-Chauncy-St-02138/unit-22/home/11575837,72948666,42.3794742,-71.1223384
,condo,257 Sidney St Unit A,Cambridge,2139,975000,3,1,,1100,,1893,,https://www.redfin.com/MA/Cambridge/257-Sidney-St-02139/unit-A/home/11559460,,42.3564055,-71.1072063
April-22-2022,condo,950 Massachusetts Ave #306,Cambridge,2139,1010000,2,2,Riverside,953,,1989,823,https://www.redfin.com/MA/Cambridge/950-Massachusetts-Ave-02139/unit-306/home/11567198,72938728,42.3685407,-71.1102224
April-22-2022,condo,8 Leonard Ave #2,Cambridge,2139,975000,2,1,Cambridge,1056,,1900,175,https://www.redfin.com/MA/Cambridge/8-Leonard-Ave-02139/unit-2/home/11571862,72953834,42.3752774,-71.1059114
April-22-2022,condo,169 Monsignor Obrien Hwy #807,Cambridge,2141,850000,2,2,East Cambridge,1165,,1930,928,https://www.redfin.com/MA/Cambridge/169-Monsignor-O-Brien-Hwy-02141/unit-807/home/11600910,72919304,42.3718067,-71.0777788
April-22-2022,condo,32 5th St #1,Cambridge,2141,1200000,3,3,Cambridge,1701,,1905,316,https://www.redfin.com/MA/Cambridge/32-5th-St-02141/unit-1/home/142954542,72953360,42.3719016,-71.0828664
April-21-2022,condo,111 1/2 Inman St Unit B,Cambridge,2139,700000,1,1.5,Cambridge,885,,1874,250,https://www.redfin.com/MA/Cambridge/111-1-2-Inman-St-02139/unit-B/home/11594597,72947403,42.37259,-71.101395
April-21-2022,condo,285 Harvard St #102,Cambridge,2139,696500,2,1,Cambridge,748,,1910,412,https://www.redfin.com/MA/Cambridge/285-Harvard-St-02139/unit-102/home/11562443,72935494,42.3694716,-71.1041411
